AO,,AQ,,CM,,CN,,CU,,CV,,DA,,DE,,DL,,DR,,EF,,EI,,GL,,GN,,GO,,GQ,,GR,,GV,,GX,,HJ,,HK,,HL,,IE,,IF,,IJ,,IS,,JH,,JI,,JK,,JL,,KH,,KJ,,KL,,LD,,LG,,LH,,LJ,,LK,,LO,,LP,,LR,,LW,,LX,,MC,,MG,,MN,,MU,,MV,,NG,,NM,,NV,,OG,,OQ,,OR,,PD,,QA,,QM,,QN,,QO,,QV,,RD,,RG,,RL,,RO,,RS,,SD,,SI,,SL,,SQ,,SR,,UA,,UG,,UO,,UV,,VA,,VC,,VG,,VM,,VN,,VQ,,WL,,WX,,WY,,XG,,XL,,XW,,XY,,YL,,YW,,YX
48,,42,,153,,42,,,,48,,,,,,42,,,,,,137,,172,,57,,265,,57,,43,,567,,57,,274,,61,,57,,,,66,,184,,61,,53,,281,,42,,88,,239,,50,,49,,45,,84,,89,,92,,248,,42,,101,,255,,398,,64,,43,,43,,42,,58,,52,,57,,137,,182,,171,,184,,168,,142,,116,,,,,,,,43,,90,,52,,232,,63,,43,,,,,,74,,48,,77,,44,,,,,,107,,45,,88,,539,,,,188,,107,,409,,335,,,,65,,73,,354,,155,,,,,,61
,,42,,153,,42,,,,48,,,,,,42,,,,,,154,,170,,43,,274,,56,,52,,580,,51,,317,,64,,57,,,,68,,101,,46,,48,,305,,43,,125,,274,,42,,47,,48,,101,,96,,66,,279,,,,52,,256,,406,,65,,,,48,,44,,,,43,,47,,159,,181,,170,,186,,193,,57,,136,,,,,,,,42,,92,,42,,246,,,,43,,,,,,70,,46,,44,,42,,,,,,61,,44,,92,,564,,,,171,,128,,436,,338,,,,76,,70,,364,,139,,,,,,48
,,42,,58,,43,,,,57,,,,,,42,,,,,,72,,216,,42,,84,,47,,65,,628,,57,,135,,75,,53,,,,48,,,,,,48,,95,,44,,219,,107,,42,,42,,44,,130,,65,,64,,94,,,,,,79,,113,,320,,,,42,,44,,,,53,,48,,63,,180,,71,,70,,86,,,,65,,,,,,,,43,,71,,43,,114,,,,47,,,,,,88,,44,,42,,42,,,,,,,,42,,90,,635,,,,66,,57,,120,,109,,,,80,,310,,99,,113,,,,,,48
,,42,,42,,42,,,,48,,,,,,42,,,,,,,,195,,42,,,,42,,66,,606,,57,,57,,70,,65,,,,,,,,,,48,,,,184,,191,,42,,46,,42,,43,,112,,50,,51,,42,,,,,,42,,,,329,,,,43,,43,,,,49,,48,,43,,167,,,,,,,,,,44,,,,,,,,42,,59,,42,,63,,,,43,,,,,,78,,77,,42,,,,,,,,,,44,,101,,578,,,,43,,42,,,,,,,,82,,376,,,,72,,,,,,42
,,42,,43,,43,,,,63,,,,,,42,,,,,,,,168,,42,,,,42,,66,,540,,61,,57,,65,,61,,,,,,,,,,46,,,,232,,181,,42,,44,,42,,49,,112,,57,,56,,42,,,,,,42,,,,327,,,,43,,42,,,,43,,44,,43,,128,,,,,,,,,,43,,,,,,,,66,,57,,42,,57,,,,74,,,,,,68,,149,,42,,,,,,,,,,81,,121,,513,,,,44,,42,,,,,,,,80,,320,,,,48,,,,,,42
,,42,,42,,42,,,,95,,,,,,43,,,,,,,,174,,42,,,,43,,71,,450,,57,,57,,67,,57,,,,,,,,,,42,,,,245,,136,,43,,47,,172,,48,,95,,57,,51,,44,,,,,,42,,,,277,,,,43,,44,,,,42,,44,,,,110,,,,,,,,,,43,,,,,,,,78,,57,,43,,46,,,,229,,,,,,66,,140,,43,,,,,,,,,,77,,107,,485,,,,43,,43,,,,,,,,62,,332,,,,44,,,,,,42
,,43,,42,,42,,,,82,,,,,,44,,,,,,,,145,,42,,,,42,,69,,317,,54,,55,,68,,57,,,,,,,,,,44,,,,278,,128,,42,,48,,217,,65,,99,,56,,112,,46,,,,,,42,,,,238,,,,44,,44,,,,42,,42,,,,101,,,,,,,,,,42,,,,,,,,82,,50,,42,,43,,,,171,,,,,,65,,,,47,,,,,,,,,,112,,92,,356,,,,44,,42,,,,,,,,65,,297,,,,48,,,,,,70
,,,,42,,,,,,68,,,,,,44,,,,,,,,105,,42,,,,43,,74,,252,,54,,48,,65,,50,,,,,,,,,,43,,,,233,,76,,42,,44,,246,,64,,81,,49,,128,,44,,,,,,43,,,,169,,,,48,,,,,,42,,43,,,,88,,,,,,,,,,42,,,,,,,,81,,45,,44,,43,,,,197,,,,,,57,,,,48,,,,,,,,,,144,,84,,227,,,,42,,42,,,,,,,,57,,167,,,,44,,,,,,198
,,,,42,,,,,,64,,,,,,42,,,,,,,,94,,42,,,,42,,70,,177,,57,,48,,61,,48,,,,,,,,,,43,,,,276,,77,,43,,43,,261,,61,,84,,48,,184,,43,,,,,,42,,,,141,,,,45,,,,,,42,,42,,,,57,,,,,,,,,,42,,,,,,,,84,,42,,42,,46,,,,184,,,,,,48,,,,44,,,,,,,,,,155,,66,,177,,,,42,,42,,,,,,,,54,,138,,,,42,,,,,,177
,,,,43,,,,,,64,,,,,,43,,,,,,,,90,,42,,,,47,,68,,166,,50,,48,,65,,48,,,,,,,,,,43,,,,263,,68,,,,48,,234,,58,,73,,48,,225,,46,,,,,,42,,,,128,,,,45,,,,,,42,,42,,,,55,,,,,,,,,,42,,,,,,,,92,,42,,,,69,,,,170,,,,,,53,,,,47,,,,,,,,,,133,,66,,145,,,,42,,42,,,,,,,,48,,145,,,,42,,,,,,278
,,,,42,,,,,,56,,,,,,43,,,,,,,,72,,42,,,,57,,65,,118,,48,,42,,62,,48,,,,,,,,,,48,,,,261,,57,,,,45,,255,,57,,64,,46,,248,,42,,,,,,43,,,,105,,,,42,,,,,,43,,42,,,,53,,,,,,,,,,42,,,,,,,,82,,42,,,,71,,,,191,,,,,,47,,,,45,,,,,,,,,,128,,62,,106,,,,43,,42,,,,,,,,48,,101,,,,42,,,,,,65
,,,,42,,,,,,53,,,,,,42,,,,,,,,70,,43,,,,59,,78,,101,,45,,48,,48,,44,,,,,,,,,,45,,,,252,,57,,,,47,,257,,57,,57,,42,,265,,43,,,,,,42,,,,98,,,,45,,,,,,44,,48,,,,44,,,,,,,,,,42,,,,,,,,83,,42,,,,89,,,,274,,,,,,48,,,,48,,,,,,,,,,112,,54,,99,,,,45,,42,,,,,,,,43,,96,,,,73,,,,,,63
,,,,,,,,,,43,,,,,,42,,,,,,,,57,,42,,,,60,,71,,81,,44,,42,,43,,47,,,,,,,,,,43,,,,235,,50,,,,47,,242,,59,,57,,42,,218,,42,,,,,,42,,,,78,,,,43,,,,,,42,,44,,,,42,,,,,,,,,,43,,,,,,,,81,,53,,,,91,,,,216,,,,,,46,,,,50,,,,,,,,,,127,,54,,70,,,,42,,42,,,,,,,,42,,77,,,,226,,,,,,62
,,,,,,,,,,44,,,,,,42,,,,,,,,60,,42,,,,62,,65,,68,,42,,44,,42,,44,,,,,,,,,,48,,,,270,,65,,,,43,,223,,54,,48,,43,,229,,42,,,,,,42,,,,72,,,,42,,,,,,44,,46,,,,43,,,,,,,,,,45,,,,,,,,74,,58,,,,96,,,,142,,,,,,46,,,,47,,,,,,,,,,126,,48,,70,,,,48,,42,,,,,,,,43,,64,,,,276,,,,,,210
,,,,,,,,,,48,,,,,,42,,,,,,,,57,,,,,,63,,70,,99,,42,,42,,42,,44,,,,,,,,,,48,,,,128,,145,,,,42,,222,,59,,54,,43,,237,,42,,,,,,42,,,,75,,,,42,,,,,,57,,48,,,,44,,,,,,,,,,44,,,,,,,,86,,48,,,,80,,,,153,,,,,,44,,,,47,,,,,,,,,,132,,49,,66,,,,43,,,,,,,,,,48,,69,,,,335,,,,,,405
,,,,,,,,,,53,,,,,,,,,,,,,,66,,,,,,58,,59,,234,,45,,51,,85,,53,,,,,,,,,,45,,,,77,,107,,,,47,,236,,57,,66,,47,,256,,44,,,,,,42,,,,117,,,,42,,,,,,57,,50,,,,87,,,,,,,,,,48,,,,,,,,72,,49,,,,83,,,,127,,,,,,48,,,,47,,,,,,,,,,135,,58,,128,,,,48,,,,,,,,,,72,,132,,,,370,,,,,,380
,,,,,,,,,,58,,,,,,,,,,,,,,94,,,,,,62,,51,,482,,47,,58,,68,,50,,,,,,,,,,48,,,,57,,101,,,,51,,125,,65,,79,,48,,295,,,,,,,,42,,,,227,,,,42,,,,,,56,,49,,,,91,,,,,,,,,,44,,,,,,,,48,,43,,,,74,,,,80,,,,,,63,,,,43,,,,,,,,,,124,,87,,286,,,,44,,,,,,,,,,81,,209,,,,349,,,,,,371
,,,,,,,,,,62,,,,,,,,,,,,,,125,,,,,,64,,43,,606,,48,,57,,,,48,,,,,,,,,,45,,,,43,,80,,,,,,65,,66,,78,,48,,322,,,,,,,,,,,,278,,,,42,,,,,,57,,50,,,,126,,,,,,,,,,45,,,,,,,,48,,42,,,,74,,,,57,,,,,,75,,,,42,,,,,,,,,,101,,72,,454,,,,48,,,,,,,,,,74,,279,,,,323,,,,,,389
,,,,,,,,,,63,,,,,,,,,,,,,,143,,,,,,58,,42,,617,,54,,63,,,,48,,,,,,,,,,46,,,,43,,104,,,,,,57,,66,,77,,57,,305,,,,,,,,,,,,357,,,,42,,,,,,51,,53,,,,161,,,,,,,,,,45,,,,,,,,44,,42,,,,89,,,,57,,,,,,87,,,,42,,,,,,,,,,98,,74,,541,,,,43,,,,,,,,,,78,,321,,,,367,,,,,,271
,,,,,,,,,,65,,,,,,,,,,,,,,183,,,,,,64,,43,,691,,57,,63,,,,48,,,,,,,,,,45,,,,43,,92,,,,,,42,,65,,88,,48,,261,,,,,,,,,,,,402,,,,48,,,,,,48,,48,,,,178,,,,,,,,,,46,,,,,,,,43,,42,,,,86,,,,51,,,,,,80,,,,42,,,,,,,,,,86,,75,,613,,,,43,,,,,,,,,,92,,406,,,,362,,,,,,198
,,,,,,,,,,72,,,,,,,,,,,,,,175,,,,,,57,,42,,636,,57,,58,,,,46,,,,,,,,,,48,,,,60,,100,,,,,,42,,54,,77,,57,,256,,,,,,,,,,,,418,,,,,,,,,,64,,48,,,,157,,,,,,,,,,48,,,,,,,,44,,44,,,,68,,,,46,,,,,,96,,,,43,,,,,,,,,,66,,80,,609,,,,47,,,,,,,,,,81,,409,,,,335,,,,,,162
,,,,,,,,,,77,,,,,,,,,,,,,,164,,,,,,62,,42,,641,,57,,57,,,,48,,,,,,,,,,48,,,,345,,105,,,,,,54,,50,,74,,50,,191,,,,,,,,,,,,375,,,,,,,,,,57,,54,,,,154,,,,,,,,,,42,,,,,,,,42,,42,,,,62,,,,44,,,,,,90,,,,42,,,,,,,,,,51,,80,,572,,,,48,,,,,,,,,,84,,349,,,,313,,,,,,119
,,,,,,,,,,57,,,,,,,,,,,,,,170,,,,,,52,,42,,700,,57,,57,,,,47,,,,,,,,,,48,,,,303,,107,,,,,,331,,48,,105,,48,,127,,,,,,,,,,,,407,,,,,,,,,,53,,48,,,,144,,,,,,,,,,47,,,,,,,,49,,42,,,,57,,,,44,,,,,,80,,,,48,,,,,,,,,,55,,78,,585,,,,44,,,,,,,,,,88,,367,,,,341,,,,,,65
,,,,,,,,,,52,,,,,,,,,,,,,,168,,,,,,48,,49,,695,,55,,56,,,,48,,,,,,,,,,48,,,,,,99,,,,,,305,,44,,74,,48,,88,,,,,,,,,,,,391,,,,,,,,,,49,,48,,,,159,,,,,,,,,,44,,,,,,,,110,,43,,,,55,,,,49,,,,,,90,,,,48,,,,,,,,,,47,,88,,548,,,,46,,,,,,,,,,96,,377,,,,249,,,,,,65
,,,,,,,,,,53,,,,,,,,,,,,,,148,,,,,,46,,57,,661,,52,,51,,,,48,,,,,,,,,,48,,,,,,92,,,,,,,,45,,72,,48,,76,,,,,,,,,,,,340,,,,,,,,,,48,,52,,,,142,,,,,,,,,,44,,,,,,,,104,,42,,,,43,,,,79,,,,,,71,,,,,,,,,,,,,,44,,86,,602,,,,46,,,,,,,,,,86,,376,,,,171,,,,,,57
,,,,,,,,,,57,,,,,,,,,,,,,,180,,,,,,43,,68,,609,,53,,57,,,,46,,,,,,,,,,43,,,,,,96,,,,,,,,43,,74,,48,,67,,,,,,,,,,,,371,,,,,,,,,,42,,45,,,,153,,,,,,,,,,42,,,,,,,,,,42,,,,42,,,,158,,,,,,86,,,,,,,,,,,,,,44,,87,,594,,,,48,,,,,,,,,,78,,392,,,,137,,,,,,53
,,,,,,,,,,52,,,,,,,,,,,,,,232,,,,,,42,,,,629,,48,,57,,,,48,,,,,,,,,,48,,,,,,223,,,,,,,,43,,103,,63,,57,,,,,,,,,,,,406,,,,,,,,,,42,,48,,,,177,,,,,,,,,,43,,,,,,,,,,,,,,42,,,,214,,,,,,98,,,,,,,,,,,,,,48,,88,,689,,,,43,,,,,,,,,,71,,383,,,,118,,,,,,43
,,,,,,,,,,49,,,,,,,,,,,,,,188,,,,,,42,,,,625,,53,,53,,,,61,,,,,,,,,,45,,,,,,234,,,,,,,,44,,85,,48,,57,,,,,,,,,,,,362,,,,,,,,,,44,,43,,,,157,,,,,,,,,,42,,,,,,,,,,,,,,42,,,,,,,,,,89,,,,,,,,,,,,,,84,,107,,589,,,,44,,,,,,,,,,83,,342,,,,78,,,,,,44
,,,,,,,,,,56,,,,,,,,,,,,,,158,,,,,,42,,,,580,,60,,55,,,,62,,,,,,,,,,42,,,,,,190,,,,,,,,46,,97,,54,,57,,,,,,,,,,,,354,,,,,,,,,,42,,42,,,,135,,,,,,,,,,43,,,,,,,,,,,,,,42,,,,,,,,,,79,,,,,,,,,,,,,,139,,105,,553,,,,42,,,,,,,,,,78,,367,,,,57,,,,,,42
,,,,,,,,,,47,,,,,,,,,,,,,,158,,,,,,43,,,,522,,57,,51,,,,57,,,,,,,,,,43,,,,,,128,,,,,,,,57,,82,,50,,57,,,,,,,,,,,,280,,,,,,,,,,48,,43,,,,130,,,,,,,,,,42,,,,,,,,,,,,,,53,,,,,,,,,,72,,,,,,,,,,,,,,143,,118,,494,,,,42,,,,,,,,,,68,,317,,,,57,,,,,,48
,,,,,,,,,,48,,,,,,,,,,,,,,116,,,,,,42,,,,337,,53,,52,,,,57,,,,,,,,,,42,,,,,,121,,,,,,,,54,,83,,64,,133,,,,,,,,,,,,227,,,,,,,,,,56,,43,,,,96,,,,,,,,,,42,,,,,,,,,,,,,,88,,,,,,,,,,70,,,,,,,,,,,,,,,,101,,339,,,,42,,,,,,,,,,57,,275,,,,51,,,,,,119
,,,,,,,,,,43,,,,,,,,,,,,,,80,,,,,,61,,,,244,,48,,57,,,,48,,,,,,,,,,42,,,,,,83,,,,,,,,,,66,,57,,245,,,,,,,,,,,,157,,,,,,,,,,,,42,,,,80,,,,,,,,,,42,,,,,,,,,,,,,,88,,,,,,,,,,59,,,,,,,,,,,,,,,,70,,232,,,,44,,,,,,,,,,57,,168,,,,44,,,,,,440
,,,,,,,,,,43,,,,,,,,,,,,,,75,,,,,,62,,,,170,,48,,45,,,,52,,,,,,,,,,48,,,,,,70,,,,,,,,,,64,,55,,274,,,,,,,,,,,,136,,,,,,,,,,,,42,,,,57,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,77,,162,,,,44,,,,,,,,,,48,,139,,,,42,,,,,,403
,,,,,,,,,,42,,,,,,,,,,,,,,74,,,,,,,,,,152,,48,,48,,,,52,,,,,,,,,,42,,,,,,65,,,,,,,,,,66,,46,,,,,,,,,,,,,,128,,,,,,,,,,,,44,,,,56,,,,,,,,,,48,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,62,,127,,,,43,,,,,,,,,,44,,118,,,,42,,,,,,
,,,,,,,,,,43,,,,,,,,,,,,,,72,,,,,,,,,,107,,43,,45,,,,45,,,,,,,,,,46,,,,,,51,,,,,,,,,,64,,43,,,,,,,,,,,,,,96,,,,,,,,,,,,48,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,,,,,,,,,55,,94,,,,,,,,,,,,,,44,,96,,,,115,,,,,,
,,,,,,,,,,43,,,,,,,,,,,,,,63,,,,,,,,,,92,,44,,44,,,,43,,,,,,,,,,,,,,,,57,,,,,,,,,,57,,43,,,,,,,,,,,,,,77,,,,,,,,,,,,48,,,,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,,,,,55,,74,,,,,,,,,,,,,,43,,78,,,,384,,,,,,
,,,,,,,,,,42,,,,,,,,,,,,,,53,,,,,,,,,,76,,42,,42,,,,44,,,,,,,,,,,,,,,,54,,,,,,,,,,52,,42,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,48,,60,,,,,,,,,,,,,,43,,81,,,,418,,,,,,
,,,,,,,,,,43,,,,,,,,,,,,,,48,,,,,,,,,,90,,43,,43,,,,44,,,,,,,,,,,,,,,,65,,,,,,,,,,51,,42,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,49,,62,,,,,,,,,,,,,,44,,72,,,,,,,,,,
,,,,,,,,,,44,,,,,,,,,,,,,,57,,,,,,,,,,107,,44,,43,,,,44,,,,,,,,,,,,,,,,193,,,,,,,,,,51,,44,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,,,,,,,,,,,,,,,,54,,70,,,,,,,,,,,,,,64,,75,,,,,,,,,,
,,,,,,,,,,57,,,,,,,,,,,,,,78,,,,,,,,,,319,,43,,49,,,,57,,,,,,,,,,,,,,,,145,,,,,,,,,,70,,45,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,77,,191,,,,,,,,,,,,,,115,,174,,,,,,,,,,
,,,,,,,,,,70,,,,,,,,,,,,,,149,,,,,,,,,,916,,48,,63,,,,53,,,,,,,,,,,,,,,,110,,,,,,,,,,90,,48,,,,,,,,,,,,,,415,,,,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,99,,571,,,,,,,,,,,,,,95,,429,,,,,,,,,,
,,,,,,,,,,71,,,,,,,,,,,,,,203,,,,,,,,,,897,,51,,61,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,382,,,,,,,,,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,93,,692,,,,,,,,,,,,,,,,386,,,,,,,,,,
