Date,Delivering,Receiving,PCS
2020/8/13,V,Q,93
2020/8/13,W,X,57
2020/8/13,X,G,46
2020/8/13,X,L,106
2020/8/13,M,U,115
2020/8/13,R,O,96
2020/8/13,M,N,44
2020/8/13,O,G,125
2020/8/13,M,C,48
2020/8/13,A,O,57
2020/8/13,A,Q,90
2020/8/13,C,M,43
2020/8/13,C,U,45
2020/8/13,C,V,42
2020/8/13,D,A,43
2020/8/13,D,E,48
2020/8/13,D,L,42
2020/8/13,D,R,45
2020/8/13,E,I,102
2020/8/13,G,L,531
2020/8/13,G,N,57
2020/8/13,G,O,182
2020/8/13,G,Q,49
2020/8/13,G,R,48
2020/8/13,M,G,58
2020/8/13,G,X,48
2020/8/13,G,V,450
2020/8/13,L,X,43
2020/8/13,L,W,345
2020/8/13,L,R,200
2020/8/13,L,P,83
2020/8/13,L,K,259
2020/8/13,L,H,83
2020/8/13,L,O,52
2020/8/13,L,D,48
2020/8/13,K,L,57
2020/8/13,K,H,252
2020/8/13,I,E,55
2020/8/13,H,L,71
2020/8/13,H,K,43
2020/8/13,L,G,470
2020/8/14,P,D,98
2020/8/14,Q,V,43
2020/8/14,Q,O,43
2020/8/14,Q,N,48
2020/8/14,Q,A,68
2020/8/14,O,R,84
2020/8/14,M,U,107
2020/8/14,O,G,96
2020/8/14,N,V,120
2020/8/14,N,M,103
2020/8/14,N,G,56
2020/8/14,M,V,81
2020/8/14,R,D,65
2020/8/14,O,Q,96
2020/8/14,R,G,57
2020/8/14,V,C,45
2020/8/14,R,O,77
2020/8/14,M,N,43
2020/8/14,X,L,107
2020/8/14,X,G,45
2020/8/14,W,X,49
2020/8/14,W,L,183
2020/8/14,V,Q,79
2020/8/14,R,L,122
2020/8/14,V,N,101
2020/8/14,V,G,350
2020/8/14,V,A,44
2020/8/14,U,V,78
2020/8/14,U,O,53
2020/8/14,U,G,47
2020/8/14,U,A,57
2020/8/14,V,M,42
2020/8/14,X,W,74
2020/8/14,M,G,57
2020/8/14,L,X,43
2020/8/14,M,C,48
2020/8/14,A,O,62
2020/8/14,A,Q,73
2020/8/14,C,M,42
2020/8/14,C,N,42
2020/8/14,C,U,47
2020/8/14,C,V,47
2020/8/14,D,A,42
2020/8/14,D,E,48
2020/8/14,D,R,0
2020/8/14,E,I,84
2020/8/14,G,L,509
2020/8/14,G,N,57
2020/8/14,G,O,177
2020/8/14,G,Q,54
2020/8/14,D,L,42
2020/8/14,G,V,392
2020/8/14,G,R,0
2020/8/14,L,R,223
2020/8/14,L,P,74
2020/8/14,L,O,57
2020/8/14,L,K,246
2020/8/14,L,H,89
2020/8/14,L,G,416
2020/8/14,L,W,283
2020/8/14,K,L,50
2020/8/14,K,H,246
2020/8/14,I,E,48
2020/8/14,H,L,80
2020/8/14,H,K,43
2020/8/14,G,X,48
2020/8/14,L,D,48
2020/8/15,Q,O,44
2020/8/15,Q,N,48
2020/8/15,Q,M,51
2020/8/15,Q,A,65
2020/8/15,P,D,88
2020/8/15,O,R,83
2020/8/15,N,M,94
2020/8/15,O,G,84
2020/8/15,N,V,101
2020/8/15,N,G,54
2020/8/15,M,V,79
2020/8/15,M,U,91
2020/8/15,R,D,65
2020/8/15,O,Q,77
2020/8/15,R,G,57
2020/8/15,M,N,42
2020/8/15,R,O,64
2020/8/15,X,W,72
2020/8/15,X,L,101
2020/8/15,X,G,46
2020/8/15,W,X,53
2020/8/15,W,L,151
2020/8/15,V,Q,77
2020/8/15,R,L,153
2020/8/15,V,N,82
2020/8/15,V,C,46
2020/8/15,V,A,42
2020/8/15,U,V,62
2020/8/15,U,O,49
2020/8/15,U,G,42
2020/8/15,U,A,55
2020/8/15,V,M,66
2020/8/15,M,G,53
2020/8/15,V,G,273
2020/8/15,L,X,44
2020/8/15,A,O,48
2020/8/15,A,Q,70
2020/8/15,C,M,53
2020/8/15,C,N,42
2020/8/15,C,U,45
2020/8/15,C,V,42
2020/8/15,D,A,42
2020/8/15,D,E,44
2020/8/15,D,L,43
2020/8/15,D,R,43
2020/8/15,E,I,82
2020/8/15,G,L,428
2020/8/15,G,N,48
2020/8/15,G,O,158
2020/8/15,G,Q,48
2020/8/15,M,C,47
2020/8/15,G,V,286
2020/8/15,G,R,43
2020/8/15,L,R,199
2020/8/15,L,P,71
2020/8/15,L,O,47
2020/8/15,L,K,240
2020/8/15,L,H,72
2020/8/15,L,G,319
2020/8/15,L,W,255
2020/8/15,K,L,45
2020/8/15,K,H,234
2020/8/15,I,E,48
2020/8/15,H,L,75
2020/8/15,H,K,42
2020/8/15,G,X,48
2020/8/15,L,D,49
2020/8/16,R,G,48
2020/8/16,R,D,49
2020/8/16,Q,V,42
2020/8/16,Q,O,42
2020/8/16,Q,N,43
2020/8/16,Q,M,48
2020/8/16,Q,A,57
2020/8/16,O,G,66
2020/8/16,O,R,57
2020/8/16,O,Q,72
2020/8/16,N,V,78
2020/8/16,N,M,70
2020/8/16,N,G,48
2020/8/16,M,V,56
2020/8/16,P,D,57
2020/8/16,R,L,92
2020/8/16,X,W,57
2020/8/16,U,A,48
2020/8/16,M,U,57
2020/8/16,X,L,83
2020/8/16,X,G,42
2020/8/16,W,X,44
2020/8/16,W,L,94
2020/8/16,V,Q,62
2020/8/16,R,O,66
2020/8/16,V,N,65
2020/8/16,V,G,160
2020/8/16,V,C,47
2020/8/16,V,A,44
2020/8/16,U,V,48
2020/8/16,U,O,43
2020/8/16,U,G,42
2020/8/16,V,M,54
2020/8/16,M,N,43
2020/8/16,M,G,48
2020/8/16,M,C,49
2020/8/16,A,Q,54
2020/8/16,C,M,57
2020/8/16,C,N,43
2020/8/16,C,U,48
2020/8/16,C,V,42
2020/8/16,D,A,42
2020/8/16,D,E,42
2020/8/16,D,L,0
2020/8/16,D,R,0
2020/8/16,E,I,57
2020/8/16,G,L,239
2020/8/16,G,N,48
2020/8/16,G,O,104
2020/8/16,G,Q,48
2020/8/16,G,R,42
2020/8/16,A,O,46
2020/8/16,G,X,48
2020/8/16,G,V,207
2020/8/16,L,X,42
2020/8/16,L,W,172
2020/8/16,L,R,124
2020/8/16,L,P,50
2020/8/16,L,K,130
2020/8/16,L,H,55
2020/8/16,L,O,45
2020/8/16,L,D,49
2020/8/16,K,L,48
2020/8/16,K,H,142
2020/8/16,I,E,45
2020/8/16,H,L,57
2020/8/16,H,K,42
2020/8/16,L,G,235
2020/8/17,P,D,48
2020/8/17,Q,V,43
2020/8/17,Q,N,0
2020/8/17,Q,M,44
2020/8/17,Q,A,44
2020/8/17,O,R,44
2020/8/17,M,U,44
2020/8/17,O,G,49
2020/8/17,N,V,61
2020/8/17,N,M,57
2020/8/17,N,G,47
2020/8/17,M,V,50
2020/8/17,R,D,47
2020/8/17,O,Q,57
2020/8/17,R,G,44
2020/8/17,V,G,140
2020/8/17,R,O,43
2020/8/17,M,N,42
2020/8/17,X,W,48
2020/8/17,X,L,77
2020/8/17,X,G,43
2020/8/17,W,X,47
2020/8/17,W,L,77
2020/8/17,R,L,64
2020/8/17,V,Q,48
2020/8/17,V,M,48
2020/8/17,V,C,44
2020/8/17,V,A,42
2020/8/17,U,V,44
2020/8/17,U,G,42
2020/8/17,U,A,0
2020/8/17,V,N,53
2020/8/17,M,G,44
2020/8/17,L,W,138
2020/8/17,L,X,42
2020/8/17,A,Q,47
2020/8/17,C,M,57
2020/8/17,C,N,42
2020/8/17,C,U,0
2020/8/17,C,V,44
2020/8/17,D,A,0
2020/8/17,D,E,42
2020/8/17,D,L,43
2020/8/17,D,R,42
2020/8/17,E,I,57
2020/8/17,G,L,193
2020/8/17,G,N,45
2020/8/17,G,O,92
2020/8/17,G,Q,43
2020/8/17,G,R,43
2020/8/17,A,O,42
2020/8/17,G,X,48
2020/8/17,G,V,145
2020/8/17,L,R,96
2020/8/17,L,P,48
2020/8/17,L,O,44
2020/8/17,L,K,105
2020/8/17,L,H,51
2020/8/17,M,C,53
2020/8/17,L,D,45
2020/8/17,K,L,43
2020/8/17,K,H,112
2020/8/17,I,E,43
2020/8/17,H,L,66
2020/8/17,L,G,171
2020/8/17,H,K,43
2020/8/18,Q,V,42
2020/8/18,Q,N,0
2020/8/18,Q,M,44
2020/8/18,Q,A,48
2020/8/18,P,D,48
2020/8/18,O,G,57
2020/8/18,O,Q,57
2020/8/18,R,D,43
2020/8/18,N,V,57
2020/8/18,N,M,58
2020/8/18,N,G,42
2020/8/18,M,V,53
2020/8/18,M,U,48
2020/8/18,O,R,45
2020/8/18,R,G,42
2020/8/18,U,A,42
2020/8/18,R,O,45
2020/8/18,U,O,42
2020/8/18,U,V,0
2020/8/18,V,A,0
2020/8/18,V,G,119
2020/8/18,V,M,48
2020/8/18,V,N,48
2020/8/18,V,Q,53
2020/8/18,W,L,78
2020/8/18,W,X,48
2020/8/18,X,G,44
2020/8/18,X,L,73
2020/8/18,M,N,42
2020/8/18,X,W,55
2020/8/18,R,L,68
2020/8/18,V,C,44
2020/8/18,M,C,48
2020/8/18,L,X,43
2020/8/18,M,G,45
2020/8/18,A,O,44
2020/8/18,A,Q,43
2020/8/18,C,M,59
2020/8/18,C,N,42
2020/8/18,C,U,0
2020/8/18,C,V,43
2020/8/18,D,A,0
2020/8/18,D,E,42
2020/8/18,D,R,0
2020/8/18,E,I,48
2020/8/18,G,L,164
2020/8/18,G,N,48
2020/8/18,G,O,75
2020/8/18,G,Q,47
2020/8/18,D,L,0
2020/8/18,G,X,47
2020/8/18,G,V,135
2020/8/18,L,R,96
2020/8/18,L,P,48
2020/8/18,L,O,42
2020/8/18,L,K,91
2020/8/18,L,H,48
2020/8/18,L,G,160
2020/8/18,L,W,128
2020/8/18,K,L,42
2020/8/18,K,H,89
2020/8/18,I,E,42
2020/8/18,H,L,58
2020/8/18,H,K,0
2020/8/18,L,D,45
2020/8/19,Q,V,0
2020/8/19,Q,M,0
2020/8/19,Q,A,45
2020/8/19,P,D,45
2020/8/19,O,R,43
2020/8/19,O,Q,48
2020/8/19,N,M,48
2020/8/19,N,V,52
2020/8/19,X,W,44
2020/8/19,M,V,43
2020/8/19,M,U,43
2020/8/19,R,D,43
2020/8/19,O,G,53
2020/8/19,R,G,42
2020/8/19,M,N,44
2020/8/19,R,O,42
2020/8/19,U,A,42
2020/8/19,U,G,43
2020/8/19,U,O,42
2020/8/19,V,A,0
2020/8/19,V,C,43
2020/8/19,V,G,99
2020/8/19,V,M,45
2020/8/19,V,N,48
2020/8/19,V,Q,44
2020/8/19,W,L,62
2020/8/19,W,X,42
2020/8/19,X,G,0
2020/8/19,X,L,59
2020/8/19,R,L,69
2020/8/19,M,G,43
2020/8/19,N,G,42
2020/8/19,L,X,42
2020/8/19,M,C,46
2020/8/19,A,O,44
2020/8/19,C,M,48
2020/8/19,C,N,42
2020/8/19,C,U,0
2020/8/19,C,V,43
2020/8/19,D,E,42
2020/8/19,D,L,0
2020/8/19,E,I,48
2020/8/19,G,L,136
2020/8/19,G,N,42
2020/8/19,G,O,69
2020/8/19,G,Q,0
2020/8/19,G,R,42
2020/8/19,A,Q,0
2020/8/19,G,X,47
2020/8/19,G,V,106
2020/8/19,L,W,109
2020/8/19,L,P,46
2020/8/19,L,O,0
2020/8/19,L,K,73
2020/8/19,L,H,48
2020/8/19,L,R,81
2020/8/19,L,D,44
2020/8/19,K,L,0
2020/8/19,K,H,85
2020/8/19,I,E,42
2020/8/19,H,L,50
2020/8/19,L,G,113
2020/8/19,H,K,43
2020/8/20,R,D,43
2020/8/20,Q,M,42
2020/8/20,Q,A,43
2020/8/20,P,D,46
2020/8/20,O,G,44
2020/8/20,O,Q,48
2020/8/20,N,V,46
2020/8/20,N,M,48
2020/8/20,R,G,42
2020/8/20,N,G,42
2020/8/20,O,R,0
2020/8/20,R,L,51
2020/8/20,V,N,48
2020/8/20,U,A,0
2020/8/20,U,V,0
2020/8/20,V,A,0
2020/8/20,V,C,44
2020/8/20,V,G,74
2020/8/20,V,M,45
2020/8/20,V,Q,43
2020/8/20,W,L,58
2020/8/20,W,X,43
2020/8/20,X,L,61
2020/8/20,X,W,47
2020/8/20,M,V,45
2020/8/20,R,O,43
2020/8/20,M,G,0
2020/8/20,L,W,93
2020/8/20,L,X,42
2020/8/20,M,C,47
2020/8/20,C,M,48
2020/8/20,C,N,0
2020/8/20,C,U,42
2020/8/20,C,V,42
2020/8/20,D,E,42
2020/8/20,D,L,42
2020/8/20,E,I,45
2020/8/20,G,L,96
2020/8/20,G,N,42
2020/8/20,G,O,65
2020/8/20,G,Q,42
2020/8/20,G,V,92
2020/8/20,A,O,42
2020/8/20,H,L,48
2020/8/20,I,E,0
2020/8/20,K,H,70
2020/8/20,K,L,42
2020/8/20,L,D,43
2020/8/20,L,G,97
2020/8/20,L,H,48
2020/8/20,L,K,65
2020/8/20,L,O,43
2020/8/20,L,P,48
2020/8/20,L,R,74
2020/8/20,G,X,44
2020/8/21,Q,A,43
2020/8/21,P,D,43
2020/8/21,O,R,42
2020/8/21,O,Q,47
2020/8/21,M,N,0
2020/8/21,N,V,48
2020/8/21,N,M,43
2020/8/21,M,V,42
2020/8/21,M,U,43
2020/8/21,Q,M,42
2020/8/21,O,G,48
2020/8/21,Q,V,42
2020/8/21,U,V,0
2020/8/21,R,L,57
2020/8/21,R,O,42
2020/8/21,U,A,42
2020/8/21,U,G,43
2020/8/21,V,C,42
2020/8/21,X,L,47
2020/8/21,V,M,42
2020/8/21,V,N,43
2020/8/21,V,Q,45
2020/8/21,W,L,46
2020/8/21,W,X,43
2020/8/21,M,G,0
2020/8/21,R,D,43
2020/8/21,M,C,44
2020/8/21,V,G,64
2020/8/21,L,W,86
2020/8/21,L,X,42
2020/8/21,A,O,45
2020/8/21,C,M,51
2020/8/21,C,U,0
2020/8/21,C,V,0
2020/8/21,D,L,42
2020/8/21,D,R,0
2020/8/21,E,I,44
2020/8/21,G,L,79
2020/8/21,G,N,42
2020/8/21,G,O,63
2020/8/21,G,Q,42
2020/8/21,G,V,72
2020/8/21,A,Q,42
2020/8/21,H,K,43
2020/8/21,G,X,43
2020/8/21,L,R,63
2020/8/21,L,O,42
2020/8/21,L,K,54
2020/8/21,L,H,44
2020/8/21,L,P,47
2020/8/21,L,D,0
2020/8/21,K,L,42
2020/8/21,K,H,61
2020/8/21,I,E,0
2020/8/21,H,L,48
2020/8/21,L,G,82
2020/8/22,N,G,42
2020/8/22,R,D,42
2020/8/22,N,M,45
2020/8/22,N,V,46
2020/8/22,O,G,47
2020/8/22,O,Q,48
2020/8/22,P,D,42
2020/8/22,Q,A,42
2020/8/22,Q,M,42
2020/8/22,R,L,48
2020/8/22,W,L,43
2020/8/22,V,C,0
2020/8/22,V,G,57
2020/8/22,V,M,43
2020/8/22,V,N,42
2020/8/22,V,Q,44
2020/8/22,W,X,44
2020/8/22,X,G,42
2020/8/22,X,L,47
2020/8/22,X,W,0
2020/8/22,M,V,44
2020/8/22,R,O,42
2020/8/22,M,C,45
2020/8/22,L,W,73
2020/8/22,G,L,78
2020/8/22,L,X,42
2020/8/22,A,O,0
2020/8/22,C,M,48
2020/8/22,C,V,43
2020/8/22,D,L,42
2020/8/22,E,I,43
2020/8/22,G,N,42
2020/8/22,G,O,48
2020/8/22,G,Q,0
2020/8/22,G,X,42
2020/8/22,G,V,64
2020/8/22,I,E,0
2020/8/22,K,H,57
2020/8/22,K,L,43
2020/8/22,L,D,43
2020/8/22,L,G,78
2020/8/22,L,H,43
2020/8/22,L,K,57
2020/8/22,L,O,43
2020/8/22,L,P,42
2020/8/22,L,R,48
2020/8/22,H,L,46
2020/8/23,P,D,42
2020/8/23,R,D,0
2020/8/23,Q,M,43
2020/8/23,Q,A,42
2020/8/23,O,R,43
2020/8/23,N,G,42
2020/8/23,O,G,42
2020/8/23,N,V,43
2020/8/23,N,M,48
2020/8/23,R,G,0
2020/8/23,O,Q,48
2020/8/23,R,L,51
2020/8/23,W,X,42
2020/8/23,U,A,0
2020/8/23,U,V,0
2020/8/23,V,A,43
2020/8/23,V,C,42
2020/8/23,V,G,64
2020/8/23,V,M,43
2020/8/23,V,N,44
2020/8/23,V,Q,43
2020/8/23,X,W,42
2020/8/23,W,L,46
2020/8/23,X,L,48
2020/8/23,R,O,42
2020/8/23,M,V,43
2020/8/23,C,V,42
2020/8/23,M,G,42
2020/8/23,M,U,43
2020/8/23,A,Q,43
2020/8/23,C,M,48
2020/8/23,C,U,42
2020/8/23,D,E,42
2020/8/23,E,I,45
2020/8/23,G,L,72
2020/8/23,G,N,42
2020/8/23,G,O,52
2020/8/23,G,Q,0
2020/8/23,G,V,85
2020/8/23,D,L,0
2020/8/23,H,L,42
2020/8/23,M,C,43
2020/8/23,G,X,42
2020/8/23,L,W,71
2020/8/23,L,R,57
2020/8/23,L,O,0
2020/8/23,L,P,43
2020/8/23,L,K,55
2020/8/23,L,H,43
2020/8/23,L,G,88
2020/8/23,L,D,42
2020/8/23,K,H,48
2020/8/24,Q,A,58
2020/8/24,Q,O,0
2020/8/24,Q,N,44
2020/8/24,Q,M,46
2020/8/24,Q,V,0
2020/8/24,P,D,47
2020/8/24,N,M,65
2020/8/24,O,Q,53
2020/8/24,O,G,51
2020/8/24,N,V,48
2020/8/24,N,G,57
2020/8/24,R,D,46
2020/8/24,O,R,48
2020/8/24,R,G,48
2020/8/24,W,X,0
2020/8/24,R,O,56
2020/8/24,U,A,43
2020/8/24,U,G,42
2020/8/24,U,O,0
2020/8/24,U,V,42
2020/8/24,V,C,43
2020/8/24,V,G,80
2020/8/24,V,M,48
2020/8/24,V,N,62
2020/8/24,V,Q,48
2020/8/24,W,L,57
2020/8/24,X,L,54
2020/8/24,X,W,43
2020/8/24,M,V,44
2020/8/24,R,L,61
2020/8/24,M,U,49
2020/8/24,A,O,44
2020/8/24,M,C,48
2020/8/24,M,G,44
2020/8/24,A,Q,57
2020/8/24,C,M,48
2020/8/24,C,U,42
2020/8/24,C,V,42
2020/8/24,D,A,0
2020/8/24,D,L,43
2020/8/24,E,I,50
2020/8/24,G,L,149
2020/8/24,G,N,43
2020/8/24,G,O,81
2020/8/24,G,Q,42
2020/8/24,G,R,44
2020/8/24,G,V,179
2020/8/24,D,R,43
2020/8/24,H,K,42
2020/8/24,G,X,43
2020/8/24,L,X,42
2020/8/24,L,W,100
2020/8/24,L,R,81
2020/8/24,L,P,46
2020/8/24,L,H,48
2020/8/24,L,K,90
2020/8/24,L,D,45
2020/8/24,K,L,48
2020/8/24,K,H,84
2020/8/24,I,E,42
2020/8/24,H,L,59
2020/8/24,L,G,194
2020/8/25,R,D,65
2020/8/25,Q,M,74
2020/8/25,Q,V,44
2020/8/25,Q,O,43
2020/8/25,Q,N,65
2020/8/25,Q,A,76
2020/8/25,N,G,74
2020/8/25,O,R,74
2020/8/25,O,Q,190
2020/8/25,O,G,156
2020/8/25,N,V,101
2020/8/25,N,M,164
2020/8/25,R,G,97
2020/8/25,P,D,77
2020/8/25,R,L,164
2020/8/25,X,L,57
2020/8/25,U,A,57
2020/8/25,X,W,76
2020/8/25,M,V,57
2020/8/25,X,G,44
2020/8/25,W,X,48
2020/8/25,W,L,208
2020/8/25,V,Q,81
2020/8/25,R,O,192
2020/8/25,V,N,87
2020/8/25,V,G,249
2020/8/25,V,C,47
2020/8/25,V,A,43
2020/8/25,U,V,88
2020/8/25,U,O,50
2020/8/25,U,G,57
2020/8/25,V,M,77
2020/8/25,M,N,47
2020/8/25,M,U,101
2020/8/25,A,O,70
2020/8/25,M,G,57
2020/8/25,A,Q,173
2020/8/25,C,M,50
2020/8/25,C,U,47
2020/8/25,C,V,42
2020/8/25,D,A,47
2020/8/25,D,E,52
2020/8/25,D,L,48
2020/8/25,D,R,50
2020/8/25,G,L,350
2020/8/25,G,N,53
2020/8/25,G,O,166
2020/8/25,G,Q,52
2020/8/25,G,R,44
2020/8/25,G,V,557
2020/8/25,E,I,94
2020/8/25,H,K,43
2020/8/25,G,X,0
2020/8/25,L,X,42
2020/8/25,L,W,278
2020/8/25,L,R,191
2020/8/25,L,P,65
2020/8/25,L,O,66
2020/8/25,L,K,127
2020/8/25,M,C,53
2020/8/25,L,G,543
2020/8/25,L,D,42
2020/8/25,K,L,63
2020/8/25,K,H,76
2020/8/25,I,E,55
2020/8/25,H,L,70
2020/8/25,L,H,47
2020/8/26,R,D,85
2020/8/26,Q,V,48
2020/8/26,Q,O,61
2020/8/26,Q,N,94
2020/8/26,Q,M,112
2020/8/26,Q,A,87
2020/8/26,O,G,195
2020/8/26,O,R,151
2020/8/26,O,Q,309
2020/8/26,N,V,184
2020/8/26,N,M,206
2020/8/26,N,G,84
2020/8/26,R,G,108
2020/8/26,P,D,120
2020/8/26,R,L,273
2020/8/26,M,V,90
2020/8/26,U,A,74
2020/8/26,X,W,126
2020/8/26,X,L,48
2020/8/26,X,G,48
2020/8/26,W,X,45
2020/8/26,W,L,425
2020/8/26,V,Q,130
2020/8/26,R,O,287
2020/8/26,V,N,140
2020/8/26,V,G,454
2020/8/26,V,C,48
2020/8/26,V,A,47
2020/8/26,U,V,118
2020/8/26,U,O,82
2020/8/26,U,G,74
2020/8/26,V,M,100
2020/8/26,M,N,47
2020/8/26,M,U,147
2020/8/26,M,G,65
2020/8/26,A,O,105
2020/8/26,A,Q,214
2020/8/26,C,M,57
2020/8/26,C,U,48
2020/8/26,C,V,44
2020/8/26,D,A,61
2020/8/26,D,E,68
2020/8/26,D,L,59
2020/8/26,E,I,135
2020/8/26,G,L,703
2020/8/26,G,N,57
2020/8/26,G,O,264
2020/8/26,G,Q,57
2020/8/26,G,R,46
2020/8/26,G,V,723
2020/8/26,D,R,87
2020/8/26,H,K,60
2020/8/26,G,X,42
2020/8/26,L,X,0
2020/8/26,L,W,446
2020/8/26,L,R,308
2020/8/26,L,P,89
2020/8/26,L,O,67
2020/8/26,L,K,301
2020/8/26,M,C,51
2020/8/26,L,G,751
2020/8/26,L,D,42
2020/8/26,K,L,156
2020/8/26,K,H,269
2020/8/26,I,E,78
2020/8/26,H,L,74
2020/8/26,L,H,100
2020/8/27,R,G,97
2020/8/27,R,D,97
2020/8/27,Q,V,48
2020/8/27,Q,O,56
2020/8/27,Q,N,103
2020/8/27,Q,M,101
2020/8/27,Q,A,92
2020/8/27,O,G,207
2020/8/27,O,R,159
2020/8/27,O,Q,209
2020/8/27,N,V,164
2020/8/27,N,M,164
2020/8/27,N,G,75
2020/8/27,M,V,64
2020/8/27,P,D,120
2020/8/27,R,L,275
2020/8/27,M,N,48
2020/8/27,U,A,73
2020/8/27,M,U,136
2020/8/27,X,L,52
2020/8/27,X,G,43
2020/8/27,W,X,50
2020/8/27,W,L,406
2020/8/27,V,Q,125
2020/8/27,R,O,209
2020/8/27,V,N,129
2020/8/27,V,G,404
2020/8/27,V,C,0
2020/8/27,V,A,48
2020/8/27,U,V,101
2020/8/27,U,O,77
2020/8/27,U,G,65
2020/8/27,V,M,80
2020/8/27,X,W,125
2020/8/27,L,H,92
2020/8/27,M,C,43
2020/8/27,A,O,81
2020/8/27,A,Q,176
2020/8/27,C,M,44
2020/8/27,C,U,42
2020/8/27,C,V,0
2020/8/27,D,A,57
2020/8/27,D,E,71
2020/8/27,D,L,64
2020/8/27,M,G,63
2020/8/27,E,I,152
2020/8/27,G,L,607
2020/8/27,G,N,58
2020/8/27,G,O,303
2020/8/27,G,Q,58
2020/8/27,G,R,44
2020/8/27,D,R,84
2020/8/27,G,X,43
2020/8/27,G,V,580
2020/8/27,L,W,414
2020/8/27,L,R,302
2020/8/27,L,P,94
2020/8/27,L,O,69
2020/8/27,L,K,256
2020/8/27,L,X,0
2020/8/27,L,D,42
2020/8/27,K,L,142
2020/8/27,K,H,284
2020/8/27,I,E,100
2020/8/27,H,L,72
2020/8/27,H,K,68
2020/8/27,L,G,623
2020/8/28,R,G,106
2020/8/28,R,D,92
2020/8/28,Q,V,42
2020/8/28,Q,O,67
2020/8/28,Q,N,97
2020/8/28,Q,M,96
2020/8/28,Q,A,96
2020/8/28,O,G,198
2020/8/28,O,R,187
2020/8/28,O,Q,186
2020/8/28,N,V,83
2020/8/28,N,M,154
2020/8/28,N,G,72
2020/8/28,P,D,138
2020/8/28,R,L,247
2020/8/28,M,V,48
2020/8/28,U,A,72
2020/8/28,X,W,79
2020/8/28,X,L,43
2020/8/28,X,G,42
2020/8/28,W,X,42
2020/8/28,W,L,364
2020/8/28,V,Q,73
2020/8/28,R,O,194
2020/8/28,V,N,66
2020/8/28,V,G,193
2020/8/28,V,C,42
2020/8/28,V,A,42
2020/8/28,U,V,71
2020/8/28,U,O,96
2020/8/28,U,G,92
2020/8/28,V,M,56
2020/8/28,M,U,174
2020/8/28,G,N,88
2020/8/28,M,G,78
2020/8/28,A,O,82
2020/8/28,A,Q,184
2020/8/28,C,M,45
2020/8/28,C,U,0
2020/8/28,C,V,0
2020/8/28,D,A,59
2020/8/28,D,E,67
2020/8/28,D,L,63
2020/8/28,D,R,81
2020/8/28,E,I,153
2020/8/28,G,L,390
2020/8/28,G,O,283
2020/8/28,G,Q,61
2020/8/28,G,R,70
2020/8/28,G,V,217
2020/8/28,M,N,48
2020/8/28,H,K,68
2020/8/28,G,X,0
2020/8/28,M,C,43
2020/8/28,L,W,282
2020/8/28,L,P,102
2020/8/28,L,O,55
2020/8/28,L,K,243
2020/8/28,L,H,88
2020/8/28,L,R,256
2020/8/28,L,D,0
2020/8/28,K,L,100
2020/8/28,K,H,299
2020/8/28,I,E,95
2020/8/28,L,G,376
2020/8/28,H,L,57
2020/8/29,O,R,242
2020/8/29,O,Q,204
2020/8/29,O,G,175
2020/8/29,N,M,148
2020/8/29,M,N,48
2020/8/29,M,G,84
2020/8/29,M,C,43
2020/8/29,L,W,193
2020/8/29,P,D,139
2020/8/29,N,G,78
2020/8/29,Q,A,93
2020/8/29,R,O,213
2020/8/29,Q,N,105
2020/8/29,Q,O,81
2020/8/29,R,D,96
2020/8/29,R,G,94
2020/8/29,R,L,227
2020/8/29,L,R,243
2020/8/29,R,S,44
2020/8/29,U,A,78
2020/8/29,U,G,118
2020/8/29,U,O,108
2020/8/29,W,L,370
2020/8/29,Q,M,96
2020/8/29,L,P,120
2020/8/29,M,U,177
2020/8/29,L,K,269
2020/8/29,L,O,62
2020/8/29,A,O,80
2020/8/29,A,Q,183
2020/8/29,C,M,43
2020/8/29,C,U,44
2020/8/29,D,A,57
2020/8/29,D,E,62
2020/8/29,D,L,57
2020/8/29,D,R,78
2020/8/29,E,I,192
2020/8/29,G,L,370
2020/8/29,G,N,105
2020/8/29,L,H,90
2020/8/29,G,Q,62
2020/8/29,G,R,88
2020/8/29,H,K,65
2020/8/29,H,L,51
2020/8/29,I,E,113
2020/8/29,I,S,44
2020/8/29,K,H,319
2020/8/29,K,L,61
2020/8/29,L,D,0
2020/8/29,L,G,208
2020/8/29,G,O,240
2020/8/30,Q,A,92
2020/8/30,P,D,139
2020/8/30,O,R,183
2020/8/30,O,Q,197
2020/8/30,M,N,46
2020/8/30,N,M,142
2020/8/30,N,G,73
2020/8/30,M,U,159
2020/8/30,Q,M,90
2020/8/30,M,G,80
2020/8/30,O,G,145
2020/8/30,Q,N,93
2020/8/30,R,S,257
2020/8/30,R,D,48
2020/8/30,R,G,91
2020/8/30,R,L,215
2020/8/30,R,O,191
2020/8/30,S,D,101
2020/8/30,S,I,64
2020/8/30,S,L,66
2020/8/30,S,R,196
2020/8/30,U,A,82
2020/8/30,U,G,106
2020/8/30,M,C,45
2020/8/30,W,L,323
2020/8/30,Q,O,67
2020/8/30,U,O,88
2020/8/30,L,W,171
2020/8/30,L,P,101
2020/8/30,A,O,75
2020/8/30,A,Q,184
2020/8/30,C,M,44
2020/8/30,C,U,43
2020/8/30,D,A,57
2020/8/30,D,E,67
2020/8/30,D,L,48
2020/8/30,D,R,66
2020/8/30,E,I,176
