Date,Delivering,Receiving,PCS
2018/5/25,L,G,548
2018/5/25,L,D,42
2018/5/25,K,L,113
2018/5/25,K,J,247
2018/5/25,J,L,172
2018/5/25,J,K,107
2018/5/25,L,K,255
2018/5/26,S,R,195
2018/5/26,S,L,75
2018/5/26,S,I,42
2018/5/26,S,D,78
2018/5/26,R,S,206
2018/5/26,R,O,206
2018/5/26,R,L,177
2018/5/26,R,G,81
2018/5/26,Q,N,42
2018/5/26,Q,V,168
2018/5/26,Q,O,75
2018/5/26,Q,M,88
2018/5/26,Q,A,138
2018/5/26,P,D,102
2018/5/26,O,R,177
2018/5/26,Y,X,42
2018/5/26,R,D,48
2018/5/26,T,B,361
2018/5/26,O,Q,206
2018/5/26,U,A,81
2018/5/26,Y,W,202
2018/5/26,Y,L,43
2018/5/26,X,Y,44
2018/5/26,X,W,46
2018/5/26,X,L,43
2018/5/26,X,G,42
2018/5/26,W,Y,92
2018/5/26,W,X,42
2018/5/26,W,L,313
2018/5/26,V,Q,48
2018/5/26,V,N,119
2018/5/26,V,M,59
2018/5/26,V,G,113
2018/5/26,V,A,0
2018/5/26,U,V,48
2018/5/26,U,O,84
2018/5/26,U,G,104
2018/5/26,T,X,54
2018/5/26,O,G,176
2018/5/26,J,K,242
2018/5/26,N,M,181
2018/5/26,G,V,77
2018/5/26,G,R,70
2018/5/26,G,Q,61
2018/5/26,G,O,216
2018/5/26,G,N,81
2018/5/26,G,L,325
2018/5/26,D,R,72
2018/5/26,I,E,127
2018/5/26,D,L,44
2018/5/26,D,A,63
2018/5/26,C,U,42
2018/5/26,C,M,42
2018/5/26,B,G,199
2018/5/26,A,Q,188
2018/5/26,A,O,78
2018/5/26,N,V,46
2018/5/26,D,E,53
2018/5/26,I,J,203
2018/5/26,E,I,43
2018/5/26,J,I,260
2018/5/26,I,S,68
2018/5/26,M,V,44
2018/5/26,M,U,175
2018/5/26,M,N,47
2018/5/26,M,G,77
2018/5/26,M,C,44
2018/5/26,L,W,164
2018/5/26,L,R,200
2018/5/26,L,P,93
2018/5/26,N,G,69
2018/5/26,L,K,232
2018/5/26,L,J,74
2018/5/26,L,G,356
2018/5/26,L,D,42
2018/5/26,K,L,184
2018/5/26,K,J,232
2018/5/26,J,L,77
2018/5/26,L,O,57
2018/5/27,S,R,232
2018/5/27,R,O,248
2018/5/27,R,S,234
2018/5/27,S,Q,0
2018/5/27,S,I,0
2018/5/27,S,L,92
2018/5/27,R,L,302
2018/5/27,S,D,81
2018/5/27,R,G,107
2018/5/27,Q,N,0
2018/5/27,Q,V,185
2018/5/27,Q,O,85
2018/5/27,Q,M,101
2018/5/27,Q,A,153
2018/5/27,P,D,122
2018/5/27,O,R,205
2018/5/27,O,Q,210
2018/5/27,R,D,49
2018/5/27,T,B,453
2018/5/27,Y,X,48
2018/5/27,U,A,98
2018/5/27,O,G,206
2018/5/27,Y,W,234
2018/5/27,Y,L,45
2018/5/27,X,W,112
2018/5/27,X,L,53
2018/5/27,X,G,45
2018/5/27,W,Y,78
2018/5/27,W,X,44
2018/5/27,W,L,470
2018/5/27,V,Q,152
2018/5/27,V,N,191
2018/5/27,V,M,110
2018/5/27,V,G,502
2018/5/27,V,A,48
2018/5/27,U,V,135
2018/5/27,U,O,101
2018/5/27,U,G,57
2018/5/27,T,X,383
2018/5/27,N,V,179
2018/5/27,X,Y,67
2018/5/27,N,G,78
2018/5/27,I,E,128
2018/5/27,G,X,42
2018/5/27,G,V,607
2018/5/27,G,R,44
2018/5/27,G,Q,70
2018/5/27,G,O,306
2018/5/27,G,N,61
2018/5/27,G,L,668
2018/5/27,E,I,44
2018/5/27,D,R,73
2018/5/27,D,L,43
2018/5/27,D,E,61
2018/5/27,D,A,57
2018/5/27,C,N,42
2018/5/27,B,G,297
2018/5/27,A,Q,195
2018/5/27,N,M,197
2018/5/27,I,J,217
2018/5/27,I,S,75
2018/5/27,A,O,82
2018/5/27,J,K,256
2018/5/27,M,U,192
2018/5/27,M,N,55
2018/5/27,M,V,99
2018/5/27,M,G,63
2018/5/27,M,C,42
2018/5/27,J,I,288
2018/5/27,L,W,383
2018/5/27,L,R,307
2018/5/27,L,X,0
2018/5/27,L,O,69
2018/5/27,L,K,303
2018/5/27,L,J,88
2018/5/27,L,G,694
2018/5/27,L,D,46
2018/5/27,K,L,289
2018/5/27,K,J,250
2018/5/27,J,L,103
2018/5/27,L,P,88
2018/5/28,T,B,411
2018/5/28,S,R,203
2018/5/28,S,L,76
2018/5/28,S,D,105
2018/5/28,R,S,253
2018/5/28,R,O,221
2018/5/28,R,L,287
2018/5/28,O,Q,234
2018/5/28,R,D,48
2018/5/28,Q,V,199
2018/5/28,Q,O,77
2018/5/28,Q,M,96
2018/5/28,Q,A,128
2018/5/28,P,D,126
2018/5/28,O,R,206
2018/5/28,T,X,311
2018/5/28,R,G,101
2018/5/28,U,A,100
2018/5/28,V,Q,124
2018/5/28,U,O,91
2018/5/28,Y,X,48
2018/5/28,O,G,237
2018/5/28,Y,W,227
2018/5/28,Y,L,42
2018/5/28,X,Y,79
2018/5/28,X,W,119
2018/5/28,X,L,48
2018/5/28,X,G,43
2018/5/28,W,Y,101
2018/5/28,W,X,48
2018/5/28,W,L,471
2018/5/28,V,N,195
2018/5/28,V,M,101
2018/5/28,V,G,515
2018/5/28,V,C,0
2018/5/28,V,A,43
2018/5/28,U,V,135
2018/5/28,U,G,51
2018/5/28,N,V,147
2018/5/28,M,U,184
2018/5/28,N,G,72
2018/5/28,G,R,42
2018/5/28,G,Q,67
2018/5/28,G,O,313
2018/5/28,G,N,57
2018/5/28,G,L,645
2018/5/28,E,I,45
2018/5/28,D,R,68
2018/5/28,G,V,578
2018/5/28,D,L,48
2018/5/28,D,A,57
2018/5/28,C,V,0
2018/5/28,C,U,42
2018/5/28,C,M,43
2018/5/28,B,G,295
2018/5/28,N,M,168
2018/5/28,A,O,88
2018/5/28,D,E,63
2018/5/28,G,X,42
2018/5/28,A,Q,190
2018/5/28,I,J,155
2018/5/28,I,E,122
2018/5/28,M,N,58
2018/5/28,M,G,71
2018/5/28,L,X,0
2018/5/28,L,W,446
2018/5/28,L,R,301
2018/5/28,L,P,96
2018/5/28,L,O,74
2018/5/28,M,V,88
2018/5/28,L,J,84
2018/5/28,L,G,625
2018/5/28,K,L,251
2018/5/28,K,J,269
2018/5/28,J,L,90
2018/5/28,J,K,234
2018/5/28,J,I,283
2018/5/28,L,K,297
2018/5/28,I,S,69
2018/5/29,S,R,72
2018/5/29,S,L,48
2018/5/29,S,D,53
2018/5/29,R,S,81
2018/5/29,R,O,72
2018/5/29,R,L,90
2018/5/29,Q,M,48
2018/5/29,Q,V,68
2018/5/29,Q,O,46
2018/5/29,Q,A,58
2018/5/29,P,D,59
2018/5/29,O,R,68
2018/5/29,O,Q,74
2018/5/29,T,B,99
2018/5/29,R,G,48
2018/5/29,T,X,95
2018/5/29,V,Q,57
2018/5/29,U,G,42
2018/5/29,O,G,68
2018/5/29,Y,X,42
2018/5/29,Y,W,71
2018/5/29,X,Y,48
2018/5/29,X,W,48
2018/5/29,W,Y,56
2018/5/29,U,A,54
2018/5/29,W,X,44
2018/5/29,V,N,65
2018/5/29,V,M,49
2018/5/29,V,G,133
2018/5/29,V,A,0
2018/5/29,U,V,60
2018/5/29,U,O,48
2018/5/29,W,L,119
2018/5/29,N,V,60
2018/5/29,L,R,87
2018/5/29,N,G,43
2018/5/29,I,J,65
2018/5/29,I,E,62
2018/5/29,G,V,140
2018/5/29,G,Q,43
2018/5/29,G,O,83
2018/5/29,G,L,160
2018/5/29,I,S,44
2018/5/29,D,R,44
2018/5/29,D,E,45
2018/5/29,D,A,42
2018/5/29,C,U,0
2018/5/29,B,G,75
2018/5/29,A,Q,67
2018/5/29,A,O,48
2018/5/29,D,L,0
2018/5/29,J,I,86
2018/5/29,G,N,43
2018/5/29,J,L,45
2018/5/29,J,K,74
2018/5/29,M,U,65
2018/5/29,M,N,42
2018/5/29,M,G,45
2018/5/29,M,C,42
2018/5/29,L,W,118
2018/5/29,N,M,64
2018/5/29,M,V,44
2018/5/29,L,O,48
2018/5/29,L,K,78
2018/5/29,L,J,44
2018/5/29,L,G,140
2018/5/29,K,L,72
2018/5/29,K,J,84
2018/5/29,L,P,48
2018/5/30,S,R,43
2018/5/30,S,Q,49
2018/5/30,S,L,50
2018/5/30,S,D,49
2018/5/30,R,S,61
2018/5/30,R,O,44
2018/5/30,R,L,57
2018/5/30,Q,V,42
2018/5/30,R,D,42
2018/5/30,Q,M,43
2018/5/30,Q,A,44
2018/5/30,P,D,44
2018/5/30,O,R,0
2018/5/30,T,B,48
2018/5/30,R,G,42
2018/5/30,T,X,85
2018/5/30,Y,L,48
2018/5/30,U,G,43
2018/5/30,O,Q,48
2018/5/30,X,Y,0
2018/5/30,X,W,43
2018/5/30,X,L,63
2018/5/30,X,G,43
2018/5/30,W,Y,42
2018/5/30,W,X,0
2018/5/30,W,L,49
2018/5/30,V,Q,44
2018/5/30,V,N,47
2018/5/30,V,M,45
2018/5/30,V,G,110
2018/5/30,V,C,45
2018/5/30,V,A,44
2018/5/30,U,V,42
2018/5/30,U,A,42
2018/5/30,N,V,49
2018/5/30,O,G,43
2018/5/30,N,G,44
2018/5/30,G,X,42
2018/5/30,G,V,129
2018/5/30,G,R,42
2018/5/30,G,Q,44
2018/5/30,G,O,55
2018/5/30,G,L,149
2018/5/30,E,I,0
2018/5/30,D,L,0
2018/5/30,D,E,0
2018/5/30,C,V,42
2018/5/30,C,U,43
2018/5/30,C,M,44
2018/5/30,B,G,45
2018/5/30,A,O,0
2018/5/30,N,M,43
2018/5/30,I,J,48
2018/5/30,J,I,61
2018/5/30,G,N,43
2018/5/30,J,L,72
2018/5/30,J,K,0
2018/5/30,M,U,43
2018/5/30,M,G,42
2018/5/30,M,C,42
2018/5/30,L,X,42
2018/5/30,L,W,77
2018/5/30,L,R,66
2018/5/30,L,P,45
2018/5/30,M,V,0
2018/5/30,L,K,60
2018/5/30,L,J,61
2018/5/30,L,G,154
2018/5/30,L,D,43
2018/5/30,K,L,42
2018/5/30,K,J,62
2018/5/30,L,O,0
2018/5/31,T,B,57
2018/5/31,S,R,44
2018/5/31,S,Q,0
2018/5/31,S,L,48
2018/5/31,S,D,42
2018/5/31,R,S,65
2018/5/31,R,O,43
2018/5/31,R,L,65
2018/5/31,Q,A,48
2018/5/31,Q,V,42
2018/5/31,Q,M,46
2018/5/31,P,D,44
2018/5/31,O,R,43
2018/5/31,O,Q,57
2018/5/31,O,G,48
2018/5/31,R,G,42
2018/5/31,T,X,65
2018/5/31,Y,L,42
2018/5/31,U,G,42
2018/5/31,N,V,47
2018/5/31,X,Y,42
2018/5/31,Y,W,43
2018/5/31,X,W,43
2018/5/31,X,L,57
2018/5/31,X,G,42
2018/5/31,W,Y,0
2018/5/31,U,A,46
2018/5/31,W,X,44
2018/5/31,V,Q,47
2018/5/31,V,N,49
2018/5/31,V,M,48
2018/5/31,V,G,88
2018/5/31,V,C,43
2018/5/31,V,A,0
2018/5/31,U,V,42
2018/5/31,W,L,58
2018/5/31,N,M,49
2018/5/31,B,G,54
2018/5/31,M,V,44
2018/5/31,G,X,0
2018/5/31,G,V,101
2018/5/31,G,R,42
2018/5/31,G,Q,44
2018/5/31,G,O,74
2018/5/31,G,L,126
2018/5/31,D,R,0
2018/5/31,D,L,42
2018/5/31,C,V,43
2018/5/31,C,U,43
2018/5/31,C,N,0
2018/5/31,C,M,48
2018/5/31,A,Q,42
2018/5/31,A,O,43
2018/5/31,N,G,44
2018/5/31,I,E,44
2018/5/31,I,J,57
2018/5/31,G,N,42
2018/5/31,J,I,85
2018/5/31,I,S,0
2018/5/31,M,N,42
2018/5/31,M,G,43
2018/5/31,M,C,48
2018/5/31,L,W,113
2018/5/31,L,R,78
2018/5/31,L,P,49
2018/5/31,L,O,42
2018/5/31,M,U,48
2018/5/31,L,J,43
2018/5/31,L,G,121
2018/5/31,L,D,42
2018/5/31,K,L,48
2018/5/31,K,J,83
2018/5/31,J,L,65
2018/5/31,J,K,42
2018/5/31,L,K,87
2018/7/1,S,Q,152
2018/7/1,S,L,95
2018/7/1,S,I,0
2018/7/1,S,D,73
2018/7/1,R,S,176
2018/7/1,Q,A,46
2018/7/1,R,D,44
2018/7/1,Q,V,126
2018/7/1,S,R,44
2018/7/1,O,R,43
2018/7/1,O,Q,42
2018/7/1,O,G,42
2018/7/1,R,L,101
2018/7/1,T,B,42
2018/7/1,V,G,559
2018/7/1,U,V,0
2018/7/1,V,A,136
2018/7/1,V,C,42
2018/7/1,V,N,42
2018/7/1,V,Q,42
2018/7/1,W,L,42
2018/7/1,W,X,42
2018/7/1,X,G,79
2018/7/1,X,W,0
2018/7/1,X,Y,563
2018/7/1,Y,L,42
2018/7/1,Y,X,407
2018/7/1,N,V,197
2018/7/1,T,X,358
2018/7/1,X,L,403
2018/7/1,N,M,0
2018/7/1,L,X,428
2018/7/1,N,G,57
2018/7/1,B,G,223
2018/7/1,C,V,42
2018/7/1,D,L,43
2018/7/1,G,Q,59
2018/7/1,G,R,64
2018/7/1,G,V,848
2018/7/1,G,X,50
2018/7/1,H,J,393
2018/7/1,H,K,60
2018/7/1,H,L,48
2018/7/1,I,S,43
2018/7/1,J,H,43
2018/7/1,G,L,184
2018/7/1,J,K,299
2018/7/1,L,W,43
2018/7/1,J,I,43
2018/7/1,L,R,43
2018/7/1,L,K,42
2018/7/1,L,J,57
2018/7/1,L,H,331
2018/7/1,L,P,0
2018/7/1,L,D,54
2018/7/1,K,L,299
2018/7/1,K,J,45
2018/7/1,K,H,48
2018/7/1,J,L,113
2018/7/1,L,G,62
2018/7/2,S,D,90
2018/7/2,Q,O,66
2018/7/2,R,S,209
2018/7/2,R,O,181
2018/7/2,R,L,252
2018/7/2,R,G,101
2018/7/2,R,D,47
2018/7/2,Q,V,153
2018/7/2,Q,N,0
2018/7/2,O,G,181
2018/7/2,Q,A,120
2018/7/2,P,D,112
2018/7/2,O,R,150
2018/7/2,O,Q,182
2018/7/2,N,V,191
2018/7/2,N,M,129
2018/7/2,N,G,57
2018/7/2,S,I,64
2018/7/2,Q,M,92
2018/7/2,S,L,90
2018/7/2,W,L,334
2018/7/2,S,R,171
2018/7/2,Y,X,363
2018/7/2,Y,L,42
2018/7/2,X,Y,473
2018/7/2,X,W,306
2018/7/2,X,L,101
2018/7/2,X,G,66
2018/7/2,W,X,326
2018/7/2,V,Q,131
2018/7/2,V,N,171
2018/7/2,V,M,98
2018/7/2,V,G,491
2018/7/2,V,C,43
2018/7/2,V,A,75
2018/7/2,U,V,99
2018/7/2,U,O,81
2018/7/2,U,G,68
2018/7/2,U,A,88
2018/7/2,T,X,373
2018/7/2,T,B,333
2018/7/2,S,Q,54
2018/7/2,M,U,135
2018/7/2,M,V,74
2018/7/2,M,G,49
2018/7/2,H,J,346
2018/7/2,G,X,48
2018/7/2,G,V,622
2018/7/2,G,R,45
2018/7/2,G,Q,55
2018/7/2,G,O,263
2018/7/2,G,N,53
2018/7/2,G,L,157
2018/7/2,H,K,70
2018/7/2,E,I,128
2018/7/2,D,L,42
2018/7/2,D,E,69
2018/7/2,D,A,51
2018/7/2,C,U,43
2018/7/2,C,M,43
2018/7/2,B,G,270
2018/7/2,A,Q,158
2018/7/2,A,O,75
2018/7/2,D,R,73
2018/7/2,H,L,48
2018/7/2,M,N,42
2018/7/2,I,J,214
2018/7/2,M,C,42
2018/7/2,L,X,124
2018/7/2,L,W,376
2018/7/2,L,R,245
2018/7/2,L,P,92
2018/7/2,I,E,101
2018/7/2,L,K,217
2018/7/2,L,J,43
2018/7/2,L,H,123
2018/7/2,L,O,70
2018/7/2,L,D,45
2018/7/2,L,G,65
2018/7/2,J,H,46
2018/7/2,J,I,235
2018/7/2,J,K,250
2018/7/2,I,S,63
2018/7/2,K,H,242
2018/7/2,K,J,42
2018/7/2,K,L,250
2018/7/2,J,L,92
2018/7/3,S,L,74
2018/7/3,S,I,64
2018/7/3,S,D,90
2018/7/3,R,S,229
2018/7/3,R,O,217
2018/7/3,R,L,285
2018/7/3,R,G,110
2018/7/3,R,D,44
2018/7/3,N,V,190
2018/7/3,Q,O,64
2018/7/3,Q,N,42
2018/7/3,Q,M,89
2018/7/3,Q,A,118
2018/7/3,P,D,128
2018/7/3,O,R,171
2018/7/3,O,Q,216
2018/7/3,O,G,220
2018/7/3,S,Q,43
2018/7/3,Q,V,184
2018/7/3,S,R,206
2018/7/3,V,Q,113
2018/7/3,T,X,434
2018/7/3,N,M,165
2018/7/3,Y,X,382
2018/7/3,Y,W,0
2018/7/3,Y,L,42
2018/7/3,X,Y,406
2018/7/3,X,W,392
2018/7/3,X,L,69
2018/7/3,X,G,66
2018/7/3,W,Y,0
2018/7/3,W,X,376
2018/7/3,W,L,449
2018/7/3,V,N,202
2018/7/3,V,M,101
2018/7/3,V,G,468
2018/7/3,V,A,48
2018/7/3,U,V,101
2018/7/3,U,O,82
2018/7/3,U,G,68
2018/7/3,U,A,97
2018/7/3,T,B,383
2018/7/3,N,G,62
2018/7/3,M,V,85
2018/7/3,A,O,81
2018/7/3,H,L,48
2018/7/3,H,K,68
2018/7/3,H,J,326
2018/7/3,G,X,48
2018/7/3,G,V,621
2018/7/3,G,R,0
2018/7/3,G,Q,64
2018/7/3,G,O,287
2018/7/3,G,L,171
2018/7/3,E,I,174
2018/7/3,D,R,66
2018/7/3,D,L,42
2018/7/3,D,E,65
2018/7/3,D,A,60
2018/7/3,C,U,42
2018/7/3,C,M,0
2018/7/3,B,G,295
2018/7/3,A,Q,177
2018/7/3,M,U,174
2018/7/3,I,E,120
2018/7/3,I,J,260
2018/7/3,G,N,57
2018/7/3,J,H,48
2018/7/3,I,S,66
2018/7/3,M,G,53
2018/7/3,M,C,44
2018/7/3,L,X,63
2018/7/3,L,W,422
2018/7/3,L,R,290
2018/7/3,L,P,101
2018/7/3,L,O,71
2018/7/3,L,K,270
2018/7/3,L,J,48
2018/7/3,M,N,43
2018/7/3,L,G,61
2018/7/3,L,D,42
2018/7/3,K,L,234
2018/7/3,K,J,64
2018/7/3,K,H,285
2018/7/3,J,L,75
2018/7/3,J,K,261
2018/7/3,J,I,295
2018/7/3,L,H,107
2018/7/4,S,R,182
2018/7/4,R,G,92
2018/7/4,R,L,273
2018/7/4,R,O,193
2018/7/4,S,L,79
2018/7/4,S,D,86
2018/7/4,S,I,68
2018/7/4,R,D,48
2018/7/4,R,S,263
2018/7/4,Q,V,188
2018/7/4,P,D,133
2018/7/4,Q,N,43
2018/7/4,Q,M,88
2018/7/4,Q,A,127
2018/7/4,O,R,216
2018/7/4,O,Q,193
2018/7/4,O,G,216
2018/7/4,N,V,183
2018/7/4,N,M,156
2018/7/4,Q,O,75
2018/7/4,T,B,389
2018/7/4,N,G,53
2018/7/4,U,A,104
2018/7/4,Y,X,417
2018/7/4,Y,W,42
2018/7/4,Y,L,0
2018/7/4,X,Y,444
2018/7/4,X,W,435
2018/7/4,X,L,65
2018/7/4,X,G,72
2018/7/4,W,Y,42
2018/7/4,W,X,393
2018/7/4,W,L,492
2018/7/4,V,Q,127
2018/7/4,V,N,216
2018/7/4,V,M,111
2018/7/4,V,G,499
2018/7/4,V,C,42
2018/7/4,V,A,48
2018/7/4,U,V,107
2018/7/4,U,O,92
2018/7/4,U,G,72
2018/7/4,T,X,418
2018/7/4,M,V,89
2018/7/4,A,O,83
2018/7/4,M,N,61
2018/7/4,H,K,68
2018/7/4,H,J,367
2018/7/4,G,X,57
2018/7/4,G,V,672
2018/7/4,G,R,44
2018/7/4,G,Q,58
2018/7/4,G,O,258
2018/7/4,G,N,48
2018/7/4,E,I,163
2018/7/4,D,R,67
2018/7/4,D,L,43
2018/7/4,D,E,64
2018/7/4,D,A,57
2018/7/4,C,V,42
2018/7/4,C,U,43
2018/7/4,C,M,43
2018/7/4,B,G,292
2018/7/4,A,Q,184
2018/7/4,M,U,170
2018/7/4,H,L,47
2018/7/4,I,E,117
2018/7/4,G,L,188
2018/7/4,I,S,66
2018/7/4,I,J,263
2018/7/4,M,C,45
2018/7/4,L,X,70
2018/7/4,L,W,444
2018/7/4,L,R,289
2018/7/4,L,P,125
2018/7/4,L,O,65
2018/7/4,L,K,263
2018/7/4,L,J,48
2018/7/4,L,H,112
2018/7/4,M,G,62
2018/7/4,L,D,43
2018/7/4,K,L,239
2018/7/4,K,J,72
2018/7/4,K,H,304
2018/7/4,J,L,96
2018/7/4,J,K,252
2018/7/4,J,I,287
2018/7/4,J,H,48
2018/7/4,L,G,76
2018/7/5,S,L,76
2018/7/5,R,D,44
2018/7/5,R,G,88
2018/7/5,R,L,248
2018/7/5,S,I,64
2018/7/5,R,S,244
2018/7/5,S,D,88
2018/7/5,Q,V,166
2018/7/5,R,O,177
2018/7/5,Q,O,65
2018/7/5,O,R,183
2018/7/5,Q,M,88
2018/7/5,Q,A,119
2018/7/5,P,D,129
2018/7/5,O,Q,186
2018/7/5,O,G,195
2018/7/5,N,V,161
2018/7/5,N,M,148
2018/7/5,N,G,57
2018/7/5,Q,N,0
2018/7/5,S,R,183
2018/7/5,M,V,83
2018/7/5,T,X,406
2018/7/5,Y,X,341
2018/7/5,Y,W,0
2018/7/5,Y,L,42
2018/7/5,X,Y,367
2018/7/5,X,W,358
2018/7/5,X,L,60
2018/7/5,X,G,64
2018/7/5,W,X,316
2018/7/5,W,L,407
2018/7/5,V,Q,118
2018/7/5,V,N,191
2018/7/5,V,M,92
2018/7/5,V,G,404
2018/7/5,V,C,43
2018/7/5,V,A,48
2018/7/5,U,V,94
2018/7/5,U,O,79
2018/7/5,U,G,61
2018/7/5,U,A,89
2018/7/5,T,B,358
2018/7/5,M,U,145
2018/7/5,M,C,48
2018/7/5,M,G,59
2018/7/5,H,J,340
2018/7/5,G,X,50
2018/7/5,G,V,606
2018/7/5,G,R,0
2018/7/5,G,Q,64
2018/7/5,G,O,247
2018/7/5,G,N,48
2018/7/5,G,L,142
2018/7/5,H,K,65
2018/7/5,E,I,156
2018/7/5,D,L,46
2018/7/5,D,E,66
2018/7/5,D,A,49
2018/7/5,C,V,0
2018/7/5,C,U,48
2018/7/5,C,M,43
2018/7/5,B,G,246
2018/7/5,A,Q,176
2018/7/5,D,R,61
2018/7/5,H,L,49
2018/7/5,A,O,74
2018/7/5,I,J,249
2018/7/5,M,N,61
2018/7/5,L,X,62
2018/7/5,L,W,384
2018/7/5,L,R,252
2018/7/5,L,P,119
2018/7/5,I,E,112
2018/7/5,L,K,254
2018/7/5,L,J,43
2018/7/5,L,H,96
2018/7/5,L,O,57
2018/7/5,L,D,42
2018/7/5,L,G,57
2018/7/5,J,H,48
2018/7/5,J,I,287
2018/7/5,J,K,249
2018/7/5,I,S,65
2018/7/5,K,H,306
2018/7/5,K,J,48
2018/7/5,K,L,226
2018/7/5,J,L,85
2018/7/6,R,S,207
2018/7/6,R,O,191
2018/7/6,R,L,221
2018/7/6,R,G,92
2018/7/6,R,D,52
2018/7/6,Q,V,168
2018/7/6,Q,O,64
2018/7/6,Q,N,42
2018/7/6,M,V,77
2018/7/6,Q,A,137
2018/7/6,P,D,114
2018/7/6,O,R,164
2018/7/6,O,Q,206
2018/7/6,O,G,215
2018/7/6,N,V,174
2018/7/6,N,M,160
2018/7/6,N,G,54
2018/7/6,S,D,71
2018/7/6,Q,M,84
2018/7/6,S,I,65
2018/7/6,V,G,454
2018/7/6,S,R,195
2018/7/6,M,U,173
2018/7/6,Y,X,361
2018/7/6,X,Y,331
2018/7/6,X,W,352
2018/7/6,X,L,57
2018/7/6,X,G,65
2018/7/6,W,X,320
2018/7/6,W,L,382
2018/7/6,S,L,90
2018/7/6,V,Q,119
2018/7/6,V,M,100
2018/7/6,V,A,54
2018/7/6,U,V,106
2018/7/6,U,O,83
2018/7/6,U,G,68
2018/7/6,U,A,106
2018/7/6,T,X,356
2018/7/6,T,B,375
2018/7/6,V,N,194
2018/7/6,M,N,68
2018/7/6,M,G,62
2018/7/6,M,C,43
2018/7/6,H,J,310
2018/7/6,G,X,48
2018/7/6,G,V,573
2018/7/6,G,R,0
2018/7/6,G,Q,57
2018/7/6,G,O,250
2018/7/6,G,N,50
2018/7/6,E,I,153
2018/7/6,H,K,72
2018/7/6,D,R,69
2018/7/6,D,E,63
2018/7/6,D,A,57
2018/7/6,C,V,42
2018/7/6,C,U,43
2018/7/6,C,M,42
2018/7/6,B,G,263
2018/7/6,A,Q,169
2018/7/6,A,O,73
2018/7/6,D,L,43
2018/7/6,H,L,48
2018/7/6,G,L,142
2018/7/6,I,J,252
2018/7/6,I,E,120
2018/7/6,L,W,386
2018/7/6,L,R,240
2018/7/6,L,P,84
2018/7/6,L,O,57
2018/7/6,L,K,252
2018/7/6,L,J,47
2018/7/6,L,H,83
2018/7/6,L,G,58
2018/7/6,L,X,71
2018/7/6,K,L,231
2018/7/6,L,D,42
2018/7/6,J,H,48
2018/7/6,J,I,271
2018/7/6,J,K,249
2018/7/6,I,S,65
2018/7/6,K,H,272
2018/7/6,K,J,72
2018/7/6,J,L,92
2018/7/7,Q,N,0
2018/7/7,R,O,228
2018/7/7,R,L,276
2018/7/7,R,G,106
2018/7/7,R,D,47
2018/7/7,Q,V,177
2018/7/7,R,S,220
2018/7/7,Q,O,71
2018/7/7,Q,M,100
2018/7/7,O,Q,218
2018/7/7,P,D,136
2018/7/7,O,R,188
2018/7/7,O,G,228
2018/7/7,N,V,223
2018/7/7,N,M,195
2018/7/7,N,G,57
2018/7/7,M,V,107
2018/7/7,S,D,83
2018/7/7,Q,A,147
2018/7/7,S,I,65
2018/7/7,Y,X,386
2018/7/7,S,R,216
2018/7/7,M,U,168
2018/7/7,X,Y,492
2018/7/7,X,W,407
2018/7/7,X,L,57
2018/7/7,X,G,69
2018/7/7,W,Y,0
2018/7/7,W,X,425
2018/7/7,W,L,461
2018/7/7,V,Q,153
2018/7/7,V,N,214
2018/7/7,V,M,109
2018/7/7,V,G,506
2018/7/7,V,A,48
2018/7/7,U,V,107
2018/7/7,U,O,96
2018/7/7,U,G,70
2018/7/7,U,A,91
2018/7/7,T,X,455
2018/7/7,T,B,428
2018/7/7,S,L,92
2018/7/7,M,N,70
2018/7/7,A,O,90
2018/7/7,M,C,42
2018/7/7,H,J,349
2018/7/7,G,X,50
2018/7/7,G,V,646
2018/7/7,G,R,43
2018/7/7,G,Q,50
2018/7/7,G,O,299
2018/7/7,G,N,59
2018/7/7,G,L,193
2018/7/7,H,K,81
2018/7/7,D,R,68
2018/7/7,D,E,65
2018/7/7,D,A,57
2018/7/7,C,V,0
2018/7/7,C,N,0
2018/7/7,C,M,0
2018/7/7,B,G,293
2018/7/7,A,Q,178
2018/7/7,M,G,52
2018/7/7,D,L,0
2018/7/7,H,L,53
2018/7/7,E,I,163
2018/7/7,I,J,274
2018/7/7,I,E,120
2018/7/7,L,W,498
2018/7/7,L,R,272
2018/7/7,L,P,93
2018/7/7,L,O,72
2018/7/7,L,K,298
2018/7/7,L,J,48
2018/7/7,L,H,96
2018/7/7,L,G,64
2018/7/7,L,X,55
2018/7/7,I,S,64
2018/7/7,K,L,268
2018/7/7,K,J,70
2018/7/7,K,H,312
2018/7/7,J,L,92
2018/7/7,J,K,298
2018/7/7,J,I,304
2018/7/7,J,H,48
2018/7/7,L,D,43
2018/7/8,R,G,101
2018/7/8,R,L,285
2018/7/8,R,O,197
2018/7/8,S,R,184
2018/7/8,S,D,94
2018/7/8,S,I,80
2018/7/8,R,D,47
2018/7/8,S,L,79
2018/7/8,R,S,245
2018/7/8,Q,V,176
2018/7/8,P,D,140
2018/7/8,Q,N,42
2018/7/8,Q,M,101
2018/7/8,Q,A,131
2018/7/8,O,R,209
2018/7/8,O,Q,196
2018/7/8,O,G,216
